iteration,time_seconds,compliance,volume_fraction,change,time_fe_assembly,time_fe_solve,time_filter,time_optimizer
198,122.6285157,234.888042785973,0.499998419742735,0.0741320616526286,0.0414235,0.0517443,0.0304625,0.4232324
199,123.2390562,234.884394042074,0.499998426804124,0.0711968471485436,0.0453763,0.0911356,0.0300353,0.4371378
200,123.7949126,234.88084377805,0.499998426796782,0.073229835739144,0.0419796,0.0529528,0.0314057,0.4216161
201,124.3460047,234.877202417361,0.499998436656734,0.0705993768048964,0.0407193,0.0512688,0.0302101,0.4213997
202,124.9117689,234.873593127441,0.499998442969236,0.0726642118892068,0.0442498,0.0541686,0.0312428,0.426768
203,125.4671188,234.870083488326,0.499998443218437,0.070104269627083,0.0446782,0.0536773,0.0311312,0.4182371
204,126.0534142,234.866483079596,0.499998458444958,0.0735277166091164,0.0451514,0.0529577,0.0377517,0.4410015
205,126.6171339,234.862926466416,0.499998471705753,0.0720787024723751,0.0430617,0.0537768,0.0334712,0.4242927
206,127.172679,234.859484391612,0.499998477531278,0.0700010112344777,0.0457559,0.0552355,0.0303935,0.4172088
207,127.7488722,234.855970471383,0.499998498661589,0.0731971291845067,0.0449177,0.0564283,0.0309594,0.4370519
208,128.2969413,234.852515557678,0.499998524073309,0.070734914925967,0.0419879,0.0530645,0.0318253,0.4146245
209,128.8709858,234.84920159531,0.499998543391902,0.0711564693260727,0.04344,0.0550693,0.0303453,0.4379263
210,129.3916319,234.845838134164,0.499998558528715,0.0711102917810088,0.0416047,0.051417,0.0294446,0.3917096
211,129.9084553,234.842521115423,0.499998562472654,0.0682898638036933,0.0402089,0.0537651,0.0284934,0.3879402
212,130.4590665,234.839296272444,0.499998559275807,0.0706678654266034,0.0407225,0.0507233,0.0379642,0.4113024
213,130.9950097,234.835977582688,0.499998576167266,0.0692229850932463,0.0406486,0.0481387,0.0297869,0.410728
214,131.5528042,234.832705789569,0.499998599623455,0.0694647608380033,0.0404312,0.0518568,0.0341837,0.4247182
215,132.1064585,234.829562494878,0.499998606947741,0.0698103263548441,0.0475009,0.0512534,0.0328097,0.4146912
216,132.6393462,234.826336280187,0.499998602232695,0.0689637547643323,0.0423394,0.0502323,0.0300162,0.4035636
217,133.1813599,234.823127168359,0.499998613432909,0.0703414598134043,0.0415132,0.0515866,0.0297998,0.410573
218,133.7377251,234.820023117036,0.499998626553136,0.0691723158203738,0.0413741,0.0531918,0.0311938,0.4236596
219,134.3007366,234.816848323297,0.499998632807856,0.0679013317213185,0.0467792,0.0520837,0.0305797,0.4254065
220,134.8364091,234.813704651197,0.499998644756074,0.0696779095494705,0.044718,0.0529412,0.0279015,0.4034207
221,135.4186804,234.810680266346,0.499998670065362,0.0672522355248419,0.0405994,0.0511779,0.0334239,0.4474508
222,135.9647957,234.807611338028,0.499998687256326,0.0697132377264593,0.0406902,0.0516457,0.0304558,0.4161439
223,136.5041023,234.804597787734,0.499998694039462,0.0674086653418039,0.0409478,0.0511825,0.035617,0.4003981
224,137.0390671,234.80168995153,0.499998703195698,0.0683677897941,0.0509584,0.0506631,0.0300945,0.3937513
225,137.5826275,234.798705230876,0.499998715878503,0.0667842567164061,0.0466071,0.05074,0.0300963,0.4090729
226,138.1020538,234.795761559304,0.499998729112756,0.0672570764875111,0.0395982,0.0511618,0.0313113,0.3875336
227,138.6313737,234.792933196675,0.499998740797425,0.0659179383272458,0.0426661,0.0539406,0.0309671,0.3923095
228,139.1791619,234.790031596829,0.499998746254456,0.0673433423964888,0.04161,0.0520935,0.0286229,0.4182981
229,139.8047588,234.78715381158,0.499998747328642,0.0648812791082493,0.0422758,0.0605137,0.0323346,0.4812869
230,140.3580731,234.784366280352,0.499998753794475,0.067408223423572,0.0461702,0.0550815,0.0314611,0.411499
231,140.9532594,234.781497450593,0.499998762555217,0.064582086362197,0.0449021,0.0519404,0.0303932,0.4607561
232,141.7537487,234.77866086243,0.499998765958586,0.0649964401896459,0.0547727,0.0731575,0.0498555,0.6104126
233,142.5181248,234.775919560074,0.499998771041673,0.0649907574131187,0.0673033,0.0854034,0.0594582,0.5103773
234,143.260094,234.773092130717,0.499998781831197,0.0630165379078543,0.0508583,0.0688309,0.0424946,0.5682576
235,144.1084198,234.770298503398,0.499998790804502,0.0646256003844354,0.0537992,0.1093658,0.0525198,0.6157168
236,144.8351749,234.767609021377,0.499998796559597,0.0647034016972209,0.059134,0.0744289,0.0477508,0.5257181
237,145.5481763,234.764841375676,0.499998813427906,0.063943755993611,0.0670252,0.0657669,0.0387415,0.532494
238,146.1810436,234.762126426841,0.499998834186376,0.0659040850036707,0.0519884,0.0543519,0.0438168,0.4750331
239,146.8139548,234.759539829208,0.499998842506934,0.0642642944634167,0.0511281,0.0617589,0.0389185,0.4729468
240,147.3932307,234.756876524028,0.499998843118672,0.0652088552879637,0.0527906,0.05303,0.0501402,0.4146313
241,148.1417244,234.75423589875,0.499998848843792,0.0628682646999785,0.0506225,0.0646863,0.0407967,0.5853252
242,148.7804984,234.751691764314,0.499998850897783,0.064380291086502,0.0508048,0.0589726,0.0382562,0.4807207
243,149.33252,234.749055304247,0.499998854589289,0.0624187117465265,0.0452918,0.0574435,0.0326782,0.4097592
244,149.943396,234.746439014603,0.499998865377901,0.0630035527225065,0.0463613,0.0537873,0.031211,0.4719291
245,150.5925384,234.743930721463,0.499998877752861,0.0641384751645946,0.0510518,0.0522103,0.0348188,0.5036678
246,151.4831646,234.741348942222,0.499998883922137,0.0629251616090944,0.0750754,0.0775548,0.055507,0.670534
247,152.1655956,234.738795873724,0.499998884483482,0.0639511861533679,0.0577568,0.0636926,0.0463995,0.5061672
248,152.813519,234.736333101652,0.499998883692137,0.0613352139202462,0.0451655,0.0555211,0.0390873,0.4990351
249,153.4161664,234.733773180151,0.499998884179656,0.0618676870310171,0.0572464,0.0553715,0.0488523,0.4324866
